基金代码,基金名称,基金类型,限购额度情况,狭义海外AI占比,扩展海外AI占比,广义离岸AI占比,匹配持仓数,核心持仓摘要
003718,易方达标普500指数美元汇A,指数型-海外股票,暂停申购；当前不可场外申购；数据日05-22,22.99%,22.99%,22.99%,7,英伟达 6.60%; 微软 4.28%; 亚马逊 3.17%; 谷歌-A 2.61%; 博通 2.29%; 谷歌-C 2.09%; Meta Platforms Inc-A 1.95%
012860,易方达标普500指数人民币C,指数型-海外股票,暂停申购；当前不可场外申购；数据日05-22,22.99%,22.99%,22.99%,7,英伟达 6.60%; 微软 4.28%; 亚马逊 3.17%; 谷歌-A 2.61%; 博通 2.29%; 谷歌-C 2.09%; Meta Platforms Inc-A 1.95%
012861,易方达标普500指数美元汇C,指数型-海外股票,暂停申购；当前不可场外申购；数据日05-22,22.99%,22.99%,22.99%,7,英伟达 6.60%; 微软 4.28%; 亚马逊 3.17%; 谷歌-A 2.61%; 博通 2.29%; 谷歌-C 2.09%; Meta Platforms Inc-A 1.95%
161125,易方达标普500指数人民币A,指数型-海外股票,暂停申购；当前不可场外申购；数据日05-22,22.99%,22.99%,22.99%,7,英伟达 6.60%; 微软 4.28%; 亚马逊 3.17%; 谷歌-A 2.61%; 博通 2.29%; 谷歌-C 2.09%; Meta Platforms Inc-A 1.95%
016823,天弘全球新能源汽车股票(QDII-LOF)C,QDII-普通股票,限大额；起购10元；日累计1万；数据日05-22,22.66%,26.81%,26.81%,7,英伟达 4.64%; 台积电 4.37%; Lumentum Holdings Inc 4.15%; 科磊 3.64%; 博通 3.43%; 超威半导体 3.31%; 拉姆研究 3.27%
164212,天弘全球新能源汽车股票(QDII-LOF)A,QDII-普通股票,限大额；起购10元；日累计1万；数据日05-22,22.66%,26.81%,26.81%,7,英伟达 4.64%; 台积电 4.37%; Lumentum Holdings Inc 4.15%; 科磊 3.64%; 博通 3.43%; 超威半导体 3.31%; 拉姆研究 3.27%
002423,华宝标普美国消费美元,指数型-海外股票,限大额；起购1000元；日累计0元；数据日05-22,22.37%,22.37%,22.37%,1,亚马逊 22.37%
009975,华宝标普美国消费人民币C,指数型-海外股票,限大额；起购10元；日累计2000元；数据日05-22,22.37%,22.37%,22.37%,1,亚马逊 22.37%
162415,华宝标普美国消费人民币A,指数型-海外股票,限大额；起购10元；日累计2000元；数据日05-22,22.37%,22.37%,22.37%,1,亚马逊 22.37%
519696,交银环球精选混合(QDII)A,QDII-混合偏股,开放申购；起购10元；日累计无限额；数据日05-22,21.90%,21.90%,21.90%,6,英伟达 6.26%; 微软 4.10%; 谷歌-A 3.76%; 亚马逊 3.55%; 博通 2.16%; Meta Platforms Inc-A 2.07%
002230,华夏大中华混合(QDII),QDII-混合灵活,限大额；起购10元；日累计50万；数据日05-22,21.61%,30.87%,30.87%,5,台积电 7.96%; 英伟达 7.30%; 美光科技 6.35%; Lumentum Holdings Inc 4.83%; 闪迪 4.43%
006555,浦银安盛全球智能科技(QDII)A,QDII-普通股票,暂停申购；当前不可场外申购；数据日05-22,20.82%,33.38%,33.38%,6,Lumentum Holdings Inc 8.22%; 谷歌-C 6.40%; 台积电 6.04%; 美光科技 5.13%; 英特尔 4.34%; 阿斯麦 3.25%
014002,浦银安盛全球智能科技(QDII)C,QDII-普通股票,暂停申购；当前不可场外申购；数据日05-22,20.82%,33.38%,33.38%,6,Lumentum Holdings Inc 8.22%; 谷歌-C 6.40%; 台积电 6.04%; 美光科技 5.13%; 英特尔 4.34%; 阿斯麦 3.25%
017653,创金合信全球芯片产业股票发起(QDII)A,QDII-普通股票,开放申购；起购10元；日累计无限额；数据日05-22,19.98%,23.43%,38.71%,9,中芯国际 6.68%; 阿斯麦 4.87%; 华虹半导体 4.87%; 谷歌-C 4.38%; 台积电 4.07%; 应用材料 4.03%; 阿里巴巴-W 3.73%; Lumentum Holdings Inc 3.45%
017654,创金合信全球芯片产业股票发起(QDII)C,QDII-普通股票,开放申购；起购10元；日累计无限额；数据日05-22,19.98%,23.43%,38.71%,9,中芯国际 6.68%; 阿斯麦 4.87%; 华虹半导体 4.87%; 谷歌-C 4.38%; 台积电 4.07%; 应用材料 4.03%; 阿里巴巴-W 3.73%; Lumentum Holdings Inc 3.45%
015205,银华全球新能源车量化优选股票(QDII)C,QDII-普通股票,开放申购；起购10元；日累计无限额；数据日05-22,19.08%,19.08%,19.08%,4,谷歌-A 6.52%; 英伟达 5.65%; 超威半导体 3.96%; 台积电 2.95%
000041,华夏全球股票(QDII)(人民币),QDII-普通股票,限大额；起购10元；日累计1万；数据日05-22,19.06%,20.62%,20.62%,9,英伟达 3.34%; 亚马逊 2.99%; 谷歌-A 2.94%; 微软 2.76%; 台积电 2.68%; 博通 2.17%; 美光科技 1.77%; Lumentum Holdings Inc 1.56%
019549,华夏全球股票美元现汇(QDII),QDII-普通股票,限大额；起购1元；日累计0元；数据日05-22,19.06%,20.62%,20.62%,9,英伟达 3.34%; 亚马逊 2.99%; 谷歌-A 2.94%; 微软 2.76%; 台积电 2.68%; 博通 2.17%; 美光科技 1.77%; Lumentum Holdings Inc 1.56%
019550,华夏全球股票美元现钞(QDII),QDII-普通股票,限大额；起购1元；日累计0元；数据日05-22,19.06%,20.62%,20.62%,9,英伟达 3.34%; 亚马逊 2.99%; 谷歌-A 2.94%; 微软 2.76%; 台积电 2.68%; 博通 2.17%; 美光科技 1.77%; Lumentum Holdings Inc 1.56%
050020,博时抗通胀增强回报,QDII-商品,限大额；起购10元；日累计100万；数据日05-22,17.86%,17.86%,17.86%,7,英伟达 7.09%; 台积电 4.40%; 微软 1.87%; Meta Platforms Inc-A 1.72%; 亚马逊 1.33%; 谷歌-A 0.82%; 阿斯麦 0.63%
080006,长盛环球行业混合(QDII),QDII-混合偏股,开放申购；起购10元；日累计无限额；数据日05-22,17.67%,17.67%,17.67%,5,英伟达 4.92%; 台积电 3.89%; 谷歌-A 3.51%; 博通 2.97%; 迈威尔科技 2.38%
486002,工银全球精选股票(QDII),QDII-普通股票,限大额；起购10元；日累计100元；数据日05-22,16.68%,16.68%,16.68%,6,英伟达 4.18%; 谷歌-C 3.50%; 台积电 2.69%; 微软 2.44%; 亚马逊 2.07%; 博通 1.80%
513310,中韩半导体ETF华泰柏瑞,指数型-海外股票,场内交易；场外申购限额不适用；数据日05-25,15.53%,34.37%,34.37%,2,三星电子 18.84%; SK海力士 15.53%
002892,华夏移动互联混合美元现汇,QDII-混合灵活,限大额；起购1元；日累计0元；数据日05-22,15.45%,36.94%,36.94%,7,闪迪 7.13%; 美光科技 6.58%; Lumentum Holdings Inc 5.79%; 康宁 5.12%; 谷歌-A 4.76%; 英伟达 4.11%; 英特尔 3.45%
002891,华夏移动互联混合人民币,QDII-混合灵活,限大额；起购10元；日累计1000元；数据日05-22,15.45%,36.94%,36.94%,7,闪迪 7.13%; 美光科技 6.58%; Lumentum Holdings Inc 5.79%; 康宁 5.12%; 谷歌-A 4.76%; 英伟达 4.11%; 英特尔 3.45%
002893,华夏移动互联混合美元现钞,QDII-混合灵活,限大额；起购1元；日累计0元；数据日05-22,15.45%,36.94%,36.94%,7,闪迪 7.13%; 美光科技 6.58%; Lumentum Holdings Inc 5.79%; 康宁 5.12%; 谷歌-A 4.76%; 英伟达 4.11%; 英特尔 3.45%
378006,摩根全球新兴市场混合(QDII),QDII-混合偏股,限大额；起购10元；日累计1000元；数据日05-22,14.70%,22.25%,31.74%,5,台积电 10.30%; 三星电子 7.55%; 腾讯控股 6.59%; SK海力士 4.40%; 阿里巴巴-W 2.90%
021662,国富亚洲机会股票(QDII)C,QDII-普通股票,限大额；起购10元；日累计200元；数据日05-22,14.69%,25.77%,30.80%,7,台积电 5.48%; 三星电子 5.28%; 阿里巴巴-W 5.03%; 台积电 4.89%; SK海力士 4.32%; 联发科 2.94%; 台达电 2.86%
457001,国富亚洲机会股票(QDII)A,QDII-普通股票,限大额；起购10元；日累计200元；数据日05-22,14.69%,25.77%,30.80%,7,台积电 5.48%; 三星电子 5.28%; 阿里巴巴-W 5.03%; 台积电 4.89%; SK海力士 4.32%; 联发科 2.94%; 台达电 2.86%
159529,标普消费ETF景顺,指数型-海外股票,场内交易；场外申购限额不适用；数据日05-22,14.10%,14.10%,14.10%,1,亚马逊 14.10%
013328,嘉实全球价值股票(QDII)人民币,QDII-普通股票,限大额；起购10元；日累计100元；数据日05-22,13.44%,13.44%,13.44%,6,英伟达 4.59%; 谷歌-A 3.04%; 台积电 2.18%; 微软 1.45%; 博通 1.21%; 谷歌-C 0.97%
013329,嘉实全球价值股票(QDII)美元现汇,QDII-普通股票,暂停申购；当前不可场外申购；数据日05-22,13.44%,13.44%,13.44%,6,英伟达 4.59%; 谷歌-A 3.04%; 台积电 2.18%; 微软 1.45%; 博通 1.21%; 谷歌-C 0.97%
012921,易方达全球成长精选混合(QDII)美元现汇A,QDII-混合偏股,暂停申购；当前不可场外申购；数据日05-22,12.24%,25.59%,25.59%,4,台积电 8.88%; Lumentum Holdings Inc 8.68%; 康宁 4.67%; 谷歌-A 3.36%
012923,易方达全球成长精选混合(QDII)美元现汇C,QDII-混合偏股,暂停申购；当前不可场外申购；数据日05-22,12.24%,25.59%,25.59%,4,台积电 8.88%; Lumentum Holdings Inc 8.68%; 康宁 4.67%; 谷歌-A 3.36%
012922,易方达全球成长精选混合(QDII)人民币C,QDII-混合偏股,限大额；起购10元；日累计20元；数据日05-22,12.24%,25.59%,25.59%,4,台积电 8.88%; Lumentum Holdings Inc 8.68%; 康宁 4.67%; 谷歌-A 3.36%
012920,易方达全球成长精选混合(QDII)人民币A,QDII-混合偏股,限大额；起购10元；日累计20元；数据日05-22,12.24%,25.59%,25.59%,4,台积电 8.88%; Lumentum Holdings Inc 8.68%; 康宁 4.67%; 谷歌-A 3.36%
000989,嘉实全球互联网股票美元现汇,QDII-普通股票,暂停申购；当前不可场外申购；数据日05-22,11.17%,11.17%,25.93%,5,腾讯控股 7.44%; 阿里巴巴-W 7.32%; 谷歌-C 4.23%; 谷歌-A 3.68%; 英伟达 3.26%
000988,嘉实全球互联网股票人民币,QDII-普通股票,限大额；起购10元；日累计100元；数据日05-22,11.17%,11.17%,25.93%,5,腾讯控股 7.44%; 阿里巴巴-W 7.32%; 谷歌-C 4.23%; 谷歌-A 3.68%; 英伟达 3.26%
000990,嘉实全球互联网股票美元现钞,QDII-普通股票,暂停申购；当前不可场外申购；数据日05-22,11.17%,11.17%,25.93%,5,腾讯控股 7.44%; 阿里巴巴-W 7.32%; 谷歌-C 4.23%; 谷歌-A 3.68%; 英伟达 3.26%
009563,工银全球股票(QDII)港币,QDII-普通股票,---；起购15元；日累计0元,9.77%,9.77%,21.61%,6,腾讯控股 7.10%; 阿里巴巴-W 4.74%; 英伟达 3.48%; 谷歌-C 2.70%; 微软 1.92%; 亚马逊 1.67%
009562,工银全球股票(QDII)美元,QDII-普通股票,暂停申购；当前不可场外申购；数据日05-22,9.77%,9.77%,21.61%,6,腾讯控股 7.10%; 阿里巴巴-W 4.74%; 英伟达 3.48%; 谷歌-C 2.70%; 微软 1.92%; 亚马逊 1.67%
486001,工银全球股票(QDII)人民币,QDII-普通股票,暂停申购；当前不可场外申购；数据日05-22,9.77%,9.77%,21.61%,6,腾讯控股 7.10%; 阿里巴巴-W 4.74%; 英伟达 3.48%; 谷歌-C 2.70%; 微软 1.92%; 亚马逊 1.67%
010671,景顺长城大中华混合(QDII)A美元现汇,QDII-混合偏股,暂停申购；当前不可场外申购；数据日05-22,9.77%,14.10%,25.53%,4,台积电 9.77%; 腾讯控股 7.16%; 台达电 4.33%; 阿里巴巴-W 4.27%
016988,景顺长城大中华混合(QDII)C人民币,QDII-混合偏股,开放申购；起购10元；日累计无限额；数据日05-22,9.77%,14.10%,25.53%,4,台积电 9.77%; 腾讯控股 7.16%; 台达电 4.33%; 阿里巴巴-W 4.27%
262001,景顺长城大中华混合(QDII)A人民币,QDII-混合偏股,开放申购；起购10元；日累计无限额；数据日05-22,9.77%,14.10%,25.53%,4,台积电 9.77%; 腾讯控股 7.16%; 台达电 4.33%; 阿里巴巴-W 4.27%
019641,摩根亚太优势混合(QDII)C,QDII-混合偏股,限大额；起购10元；日累计10万；数据日05-22,9.65%,17.72%,24.66%,4,台积电 9.65%; 腾讯控股 6.94%; 三星电子 5.67%; 台达电 2.40%
377016,摩根亚太优势混合(QDII)A,QDII-混合偏股,限大额；起购10元；日累计10万；数据日05-22,9.65%,17.72%,24.66%,4,台积电 9.65%; 腾讯控股 6.94%; 三星电子 5.67%; 台达电 2.40%
016664,天弘全球高端制造混合(QDII)A,QDII-混合偏股,限大额；起购10元；日累计100元；数据日05-22,9.49%,12.18%,12.18%,4,英伟达 3.65%; 博通 3.07%; 台积电 2.77%; Lumentum Holdings Inc 2.69%
016665,天弘全球高端制造混合(QDII)C,QDII-混合偏股,限大额；起购10元；日累计100元；数据日05-22,9.49%,12.18%,12.18%,4,英伟达 3.65%; 博通 3.07%; 台积电 2.77%; Lumentum Holdings Inc 2.69%
018229,易方达全球优质企业混合(QDII)A(人民币份额),QDII-混合偏股,限大额；起购10元；日累计5万；数据日05-22,8.44%,16.48%,16.48%,5,康宁 4.46%; Lumentum Holdings Inc 3.58%; 台积电 3.18%; 谷歌-C 3.02%; 英伟达 2.24%
018231,易方达全球优质企业混合(QDII)A(美元现汇份额),QDII-混合偏股,暂停申购；当前不可场外申购；数据日05-22,8.44%,16.48%,16.48%,5,康宁 4.46%; Lumentum Holdings Inc 3.58%; 台积电 3.18%; 谷歌-C 3.02%; 英伟达 2.24%
018232,易方达全球优质企业混合(QDII)C(美元现汇份额),QDII-混合偏股,暂停申购；当前不可场外申购；数据日05-22,8.44%,16.48%,16.48%,5,康宁 4.46%; Lumentum Holdings Inc 3.58%; 台积电 3.18%; 谷歌-C 3.02%; 英伟达 2.24%
018230,易方达全球优质企业混合(QDII)C(人民币份额),QDII-混合偏股,限大额；起购10元；日累计5万；数据日05-22,8.44%,16.48%,16.48%,5,康宁 4.46%; Lumentum Holdings Inc 3.58%; 台积电 3.18%; 谷歌-C 3.02%; 英伟达 2.24%
000927,博时大中华亚太精选美元现汇,QDII-普通股票,限大额；起购10元；日累计0元；数据日05-22,7.43%,11.38%,20.32%,4,台积电 7.43%; 阿里巴巴-W 5.05%; 联发科 3.95%; 腾讯控股 3.89%
050015,博时大中华亚太精选,QDII-普通股票,限大额；起购10元；日累计100万；数据日05-22,7.43%,11.38%,20.32%,4,台积电 7.43%; 阿里巴巴-W 5.05%; 联发科 3.95%; 腾讯控股 3.89%
005698,华夏全球科技先锋混合(QDII)A(人民币),QDII-混合偏股,限大额；起购10元；日累计5000元；数据日05-22,7.17%,18.70%,18.70%,5,台积电 4.87%; Lumentum Holdings Inc 4.72%; 康宁 4.15%; 闪迪 2.66%; 美光科技 2.30%
019447,华夏全球科技先锋混合(QDII)A(美元现汇),QDII-混合偏股,限大额；起购1元；日累计0元；数据日05-22,7.17%,18.70%,18.70%,5,台积电 4.87%; Lumentum Holdings Inc 4.72%; 康宁 4.15%; 闪迪 2.66%; 美光科技 2.30%
019448,华夏全球科技先锋混合(QDII)A(美元现钞),QDII-混合偏股,限大额；起购1元；日累计0元；数据日05-22,7.17%,18.70%,18.70%,5,台积电 4.87%; Lumentum Holdings Inc 4.72%; 康宁 4.15%; 闪迪 2.66%; 美光科技 2.30%
024239,华夏全球科技先锋混合(QDII)C,QDII-混合偏股,限大额；起购10元；日累计5000元；数据日05-22,7.17%,18.70%,18.70%,5,台积电 4.87%; Lumentum Holdings Inc 4.72%; 康宁 4.15%; 闪迪 2.66%; 美光科技 2.30%
019075,嘉实全球产业精选混合发起式(QDII)人民币,QDII-混合偏股,开放申购；起购10元；日累计无限额；数据日05-22,7.12%,7.12%,9.60%,4,台积电 2.89%; 中芯国际 2.48%; 谷歌-C 2.42%; 谷歌-A 1.81%
019076,嘉实全球产业精选混合发起式(QDII)美元,QDII-混合偏股,暂停申购；当前不可场外申购；数据日05-22,7.12%,7.12%,9.60%,4,台积电 2.89%; 中芯国际 2.48%; 谷歌-C 2.42%; 谷歌-A 1.81%
006308,汇添富全球消费混合(QDII)人民币A,QDII-混合偏股,限大额；起购10元；日累计1000元；数据日05-22,6.07%,6.07%,8.40%,3,谷歌-A 5.53%; 阿里巴巴-W 2.33%; 谷歌-C 0.54%
006309,汇添富全球消费混合(QDII)人民币C,QDII-混合偏股,限大额；起购10元；日累计1000元；数据日05-22,6.07%,6.07%,8.40%,3,谷歌-A 5.53%; 阿里巴巴-W 2.33%; 谷歌-C 0.54%
006310,汇添富全球消费混合(QDII)美元现汇,QDII-混合偏股,暂停申购；当前不可场外申购；数据日05-22,6.07%,6.07%,8.40%,3,谷歌-A 5.53%; 阿里巴巴-W 2.33%; 谷歌-C 0.54%
017072,申万菱信全球新能源股票型发起式(QDII)C,QDII-普通股票,开放申购；起购10元；日累计无限额；数据日05-22,5.85%,5.85%,5.85%,1,Vertiv Holdings Co-A 5.85%
017071,申万菱信全球新能源股票型发起式(QDII)A,QDII-普通股票,开放申购；起购10元；日累计无限额；数据日05-22,5.85%,5.85%,5.85%,1,Vertiv Holdings Co-A 5.85%
019157,易方达全球配置混合(QDII)A(美元现汇),QDII-混合灵活,暂停申购；当前不可场外申购；数据日05-22,5.76%,14.59%,14.59%,4,Lumentum Holdings Inc 5.67%; 康宁 3.16%; 美光科技 3.08%; 谷歌-A 2.68%
019156,易方达全球配置混合(QDII)C(人民币),QDII-混合灵活,限大额；起购10元；日累计100元；数据日05-22,5.76%,14.59%,14.59%,4,Lumentum Holdings Inc 5.67%; 康宁 3.16%; 美光科技 3.08%; 谷歌-A 2.68%
019158,易方达全球配置混合(QDII)C(美元现汇),QDII-混合灵活,暂停申购；当前不可场外申购；数据日05-22,5.76%,14.59%,14.59%,4,Lumentum Holdings Inc 5.67%; 康宁 3.16%; 美光科技 3.08%; 谷歌-A 2.68%
019155,易方达全球配置混合(QDII)A(人民币),QDII-混合灵活,限大额；起购10元；日累计100元；数据日05-22,5.76%,14.59%,14.59%,4,Lumentum Holdings Inc 5.67%; 康宁 3.16%; 美光科技 3.08%; 谷歌-A 2.68%
513400,道琼斯ETF鹏华,指数型-海外股票,场内交易；场外申购限额不适用；数据日05-22,4.63%,4.63%,4.63%,1,微软 4.63%
000934,国富大中华精选混合,QDII-混合偏股,开放申购；起购10元；日累计无限额；数据日05-22,4.36%,4.36%,17.81%,5,腾讯控股 5.54%; 阿里巴巴-W 5.21%; 金山云 2.70%; 台积电 2.25%; 台积电 2.11%
006370,国富大中华精选混合美元,QDII-混合偏股,开放申购；起购0元；日累计0元；数据日05-22,4.36%,4.36%,17.81%,5,腾讯控股 5.54%; 阿里巴巴-W 5.21%; 金山云 2.70%; 台积电 2.25%; 台积电 2.11%
006282,摩根欧洲动力策略股票(QDII)A,QDII-普通股票,限大额；起购10元；日累计500元；数据日05-22,4.27%,4.27%,4.27%,1,阿斯麦控股公司 4.27%
019450,摩根欧洲动力策略股票(QDII)C,QDII-普通股票,限大额；起购10元；日累计500元；数据日05-22,4.27%,4.27%,4.27%,1,阿斯麦控股公司 4.27%
012062,富国全球消费精选混合(QDII)人民币C,QDII-混合偏股,开放申购；起购10元；日累计无限额；数据日05-22,3.58%,3.58%,7.79%,2,腾讯控股 4.21%; 谷歌-A 3.58%
012061,富国全球消费精选混合(QDII)美元,QDII-混合偏股,开放申购；起购0元；日累计0元；数据日05-22,3.58%,3.58%,7.79%,2,腾讯控股 4.21%; 谷歌-A 3.58%
012060,富国全球消费精选混合(QDII)人民币A,QDII-混合偏股,开放申购；起购10元；日累计无限额；数据日05-22,3.58%,3.58%,7.79%,2,腾讯控股 4.21%; 谷歌-A 3.58%
022170,富国全球消费精选混合(QDII)人民币E,QDII-混合偏股,开放申购；起购1元；日累计0元；数据日05-22,3.58%,3.58%,7.79%,2,腾讯控股 4.21%; 谷歌-A 3.58%
020957,中银全球策略(QDII-FOF)C,QDII-FOF,限大额；起购10元；日累计500万；数据日05-22,1.75%,1.92%,1.92%,5,谷歌-A 0.74%; 英伟达 0.45%; 阿斯麦 0.34%; 应用材料 0.22%; 康宁 0.17%
163813,中银全球策略(QDII-FOF)A,QDII-FOF,限大额；起购10元；日累计500万；数据日05-22,1.75%,1.92%,1.92%,5,谷歌-A 0.74%; 英伟达 0.45%; 阿斯麦 0.34%; 应用材料 0.22%; 康宁 0.17%
011706,长信标普100等权重指数美元,指数型-海外股票,暂停申购；当前不可场外申购；数据日05-22,1.19%,2.87%,2.87%,4,闪迪 0.96%; Lumentum Holdings Inc 0.72%; 美光科技 0.63%; 超威半导体 0.56%
519981,长信标普100等权重指数人民币,指数型-海外股票,限大额；起购10元；日累计100万；数据日05-22,1.19%,2.87%,2.87%,4,闪迪 0.96%; Lumentum Holdings Inc 0.72%; 美光科技 0.63%; 超威半导体 0.56%
007729,招商普盛全球配置(QDII)人民币A,QDII-混合灵活,开放申购；起购10元；日累计无限额；数据日05-22,1.04%,1.63%,1.63%,4,闪迪 0.59%; 博通 0.35%; Arm Holdings plc ADR 0.35%; 美光科技 0.34%
007975,招商普盛全球配置(QDII-FOF)美元现汇,QDII-混合灵活,暂停申购；当前不可场外申购；数据日05-22,1.04%,1.63%,1.63%,4,闪迪 0.59%; 博通 0.35%; Arm Holdings plc ADR 0.35%; 美光科技 0.34%
008183,招商普盛全球配置(QDII-FOF)美元现钞,QDII-混合灵活,暂停申购；当前不可场外申购；数据日05-22,1.04%,1.63%,1.63%,4,闪迪 0.59%; 博通 0.35%; Arm Holdings plc ADR 0.35%; 美光科技 0.34%
023559,招商普盛全球配置(QDII)人民币C,QDII-混合灵活,开放申购；起购10元；日累计无限额；数据日05-22,1.04%,1.63%,1.63%,4,闪迪 0.59%; 博通 0.35%; Arm Holdings plc ADR 0.35%; 美光科技 0.34%
025339,招商普盛全球配置(QDII)人民币D,QDII-混合灵活,开放申购；起购10元；日累计0元；数据日05-22,1.04%,1.63%,1.63%,4,闪迪 0.59%; 博通 0.35%; Arm Holdings plc ADR 0.35%; 美光科技 0.34%
