基金代码,基金名称,基金类型,证券代码,证券名称,口径,分类,占净值比例,原始重复行数,原始最大行序号
004424,汇添富文体娱乐混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,4.09%,1,4
004451,汇添富双鑫添利债券A,债券型-混合二级,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,1.83%,1,2
004452,汇添富双鑫添利债券C,债券型-混合二级,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,1.83%,1,2
004476,景顺长城沪港深领先科技股票A,股票型,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,6.24%,1,1
004476,景顺长城沪港深领先科技股票A,股票型,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,2.89%,1,7
004534,汇添富双盈回报一年持有债A,债券型-混合二级,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,0.42%,1,4
004535,汇添富双盈回报一年持有债C,债券型-混合二级,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,0.42%,1,4
004616,中欧电子信息产业沪港深股票A,股票型,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,5.72%,1,1
004616,中欧电子信息产业沪港深股票A,股票型,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,4.11%,1,4
004703,南方兴盛先锋混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,8.90%,1,1
004934,圆信永丰消费升级,混合型-灵活,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,6.61%,1,2
004934,圆信永丰消费升级,混合型-灵活,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,6.19%,1,4
004958,圆信永丰优享生活,混合型-灵活,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,2.99%,1,7
004996,广发恒生中型股指数C,指数型-股票,00020,商汤-W,广义离岸中国AI,中国离岸AI软件,1.63%,1,2
004996,广发恒生中型股指数C,指数型-股票,01347,华虹半导体,广义离岸中国AI,中国离岸半导体制造,1.55%,1,4
005001,交银持续成长主题混合A,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,8.52%,1,4
005001,交银持续成长主题混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,5.77%,1,6
005119,银华智荟内在价值灵活配置混合发起A,混合型-灵活,01347,华虹半导体,广义离岸中国AI,中国离岸半导体制造,3.20%,1,11
005142,国联沪港深大消费主题A,混合型-灵活,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,9.48%,1,1
005142,国联沪港深大消费主题A,混合型-灵活,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,8.08%,1,2
005142,国联沪港深大消费主题A,混合型-灵活,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,4.44%,1,4
005142,国联沪港深大消费主题A,混合型-灵活,03896,金山云,广义离岸中国AI,中国离岸云计算,2.69%,1,10
005143,国联沪港深大消费主题C,混合型-灵活,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,9.48%,1,1
005143,国联沪港深大消费主题C,混合型-灵活,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,8.08%,1,2
005143,国联沪港深大消费主题C,混合型-灵活,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,4.44%,1,4
005143,国联沪港深大消费主题C,混合型-灵活,03896,金山云,广义离岸中国AI,中国离岸云计算,2.69%,1,10
005197,工银沪港深精选混合A,混合型-灵活,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,9.13%,1,1
005197,工银沪港深精选混合A,混合型-灵活,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,5.04%,1,6
005198,工银沪港深精选混合C,混合型-灵活,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,9.13%,1,1
005198,工银沪港深精选混合C,混合型-灵活,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,5.04%,1,6
005207,南方高端装备混合C,混合型-偏股,01347,华虹半导体,广义离岸中国AI,中国离岸半导体制造,5.31%,1,2
005207,南方高端装备混合C,混合型-偏股,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,3.39%,1,6
005228,汇添富港股通专注成长,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,9.16%,1,1
005228,汇添富港股通专注成长,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,6.70%,1,2
005228,汇添富港股通专注成长,混合型-偏股,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,2.92%,1,10
005241,中欧时代智慧混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,7.54%,1,3
005241,中欧时代智慧混合A,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,6.66%,1,5
005242,中欧时代智慧混合C,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,7.54%,1,3
005242,中欧时代智慧混合C,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,6.66%,1,5
005250,银华估值优势混合,混合型-偏股,01347,华虹半导体,广义离岸中国AI,中国离岸半导体制造,4.89%,1,4
005250,银华估值优势混合,混合型-偏股,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,4.17%,1,8
005250,银华估值优势混合,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,4.06%,1,10
005255,浦银安盛港股通量化混合A,混合型-灵活,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,7.20%,1,1
005255,浦银安盛港股通量化混合A,混合型-灵活,01347,华虹半导体,广义离岸中国AI,中国离岸半导体制造,6.33%,1,2
005255,浦银安盛港股通量化混合A,混合型-灵活,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,5.03%,1,10
005259,建信龙头企业股票,股票型,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,9.78%,1,2
005269,华泰柏瑞港股通量化混合A,混合型-灵活,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,5.73%,1,1
005269,华泰柏瑞港股通量化混合A,混合型-灵活,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,5.34%,1,2
005335,浙商全景消费混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,4.20%,1,3
005335,浙商全景消费混合A,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,3.94%,1,4
005354,富国沪港深行业精选混合A,混合型-灵活,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,6.23%,1,2
005354,富国沪港深行业精选混合A,混合型-灵活,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,5.05%,1,3
005379,汇添富价值创造定开混合,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,9.38%,1,1
005474,泰康均衡优选混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,6.33%,1,1
005475,泰康均衡优选混合C,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,6.33%,1,1
005491,兴全合宜混合(LOF)C,混合型-灵活,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,3.30%,1,9
005498,银华积极成长混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,4.43%,1,2
005504,汇添富沪港深大盘价值混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,8.53%,1,1
005504,汇添富沪港深大盘价值混合A,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,7.60%,1,2
005504,汇添富沪港深大盘价值混合A,混合型-偏股,02228,晶泰控股,广义离岸中国AI,中国离岸AI制药,2.98%,1,6
005523,泰康颐年混合A,混合型-偏债,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,2.24%,1,1
005524,泰康颐年混合C,混合型-偏债,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,2.24%,1,1
005534,华夏新时代混合人民币(QDII),QDII-混合灵活,LITE,Lumentum Holdings Inc,扩展海外AI,光通信器件,5.35%,1,2
005543,银华心诚灵活配置混合A,混合型-灵活,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,9.07%,1,2
005543,银华心诚灵活配置混合A,混合型-灵活,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,8.98%,1,3
005543,银华心诚灵活配置混合A,混合型-灵活,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,7.79%,1,5
005543,银华心诚灵活配置混合A,混合型-灵活,03896,金山云,广义离岸中国AI,中国离岸云计算,6.22%,1,6
005543,银华心诚灵活配置混合A,混合型-灵活,01347,华虹半导体,广义离岸中国AI,中国离岸半导体制造,4.76%,1,9
005552,国富新趋势混合A,混合型-灵活,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,1.00%,1,7
005553,国富新趋势混合C,混合型-灵活,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,1.00%,1,7
005593,摩根创新商业模式混合A,混合型-灵活,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,3.59%,1,10
005612,嘉实核心优势股票发起式,股票型,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,7.91%,1,1
005620,中欧品质消费股票A,股票型,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,6.40%,1,5
005621,中欧品质消费股票C,股票型,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,6.40%,1,5
005642,鹏扬景升A,混合型-灵活,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,9.43%,1,1
005643,鹏扬景升C,混合型-灵活,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,9.43%,1,1
005644,广发沪港深龙头混合,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,6.14%,1,2
005676,易方达标普消费品指数C,指数型-海外股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,2.84%,1,9
005676,易方达标普消费品指数C,指数型-海外股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,1.05%,1,15
005698,华夏全球科技先锋混合(QDII)A(人民币),QDII-混合偏股,TSM,台积电,狭义海外AI,先进制程代工,4.87%,1,2
005698,华夏全球科技先锋混合(QDII)A(人民币),QDII-混合偏股,LITE,Lumentum Holdings Inc,扩展海外AI,光通信器件,4.72%,1,3
005698,华夏全球科技先锋混合(QDII)A(人民币),QDII-混合偏股,GLW,康宁,扩展海外AI,光纤/材料,4.15%,1,6
005698,华夏全球科技先锋混合(QDII)A(人民币),QDII-混合偏股,SNDK,闪迪,扩展海外AI,AI存储,2.66%,1,7
005698,华夏全球科技先锋混合(QDII)A(人民币),QDII-混合偏股,MU,美光科技,狭义海外AI,AI存储/HBM,2.30%,1,8
005701,摩根香港精选港股通混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,5.40%,1,2
005701,摩根香港精选港股通混合A,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,3.94%,1,3
005707,富国港股通量化精选股票A,股票型,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,9.37%,1,2
005707,富国港股通量化精选股票A,股票型,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,7.06%,1,3
005729,南方人工智能混合,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,7.56%,1,4
005729,南方人工智能混合,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,4.13%,1,9
005734,华夏沪港通恒生ETF联接C,指数型-股票,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,0.00%,1,4
005763,中欧电子信息产业沪港深股票C,股票型,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,5.72%,1,1
005763,中欧电子信息产业沪港深股票C,股票型,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,4.11%,1,4
005765,中欧明睿新常态混合C,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,6.66%,1,5
005774,华夏产业升级混合A,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,6.57%,1,3
005794,银华心怡灵活配置混合A,混合型-灵活,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,9.40%,1,2
005794,银华心怡灵活配置混合A,混合型-灵活,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,8.43%,1,3
005794,银华心怡灵活配置混合A,混合型-灵活,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,8.03%,1,5
005794,银华心怡灵活配置混合A,混合型-灵活,03896,金山云,广义离岸中国AI,中国离岸云计算,5.80%,1,6
005794,银华心怡灵活配置混合A,混合型-灵活,01347,华虹半导体,广义离岸中国AI,中国离岸半导体制造,5.23%,1,8
005802,汇添富智能制造股票A,股票型,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,8.28%,1,3
005827,易方达蓝筹精选混合,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,9.60%,1,4
005827,易方达蓝筹精选混合,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,9.22%,1,8
005847,富国沪港深业绩驱动混合型A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,8.67%,1,2
005847,富国沪港深业绩驱动混合型A,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,8.46%,1,3
005949,鑫元行业轮动混合A,混合型-灵活,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,3.02%,1,4
005950,鑫元行业轮动混合C,混合型-灵活,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,3.02%,1,4
005962,宝盈人工智能股票A,股票型,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,6.34%,1,3
005962,宝盈人工智能股票A,股票型,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,4.18%,1,7
005963,宝盈人工智能股票C,股票型,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,6.34%,1,3
005963,宝盈人工智能股票C,股票型,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,4.18%,1,7
005974,东方红配置精选混合A,混合型-偏债,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,1.28%,1,1
005975,东方红配置精选混合C,混合型-偏债,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,1.28%,1,1
006051,鹏扬核心价值灵活配置A,混合型-灵活,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,8.96%,1,3
006052,鹏扬核心价值灵活配置C,混合型-灵活,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,8.96%,1,3
006058,民生加银新兴成长混合,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,5.65%,1,3
006059,鹏扬泓利债券A,债券型-混合二级,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,0.79%,1,1
006060,鹏扬泓利债券C,债券型-混合二级,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,0.79%,1,1
006106,景顺长城量化港股通股票A,股票型,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,7.55%,1,1
006106,景顺长城量化港股通股票A,股票型,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,5.24%,1,3
006122,华安低碳生活混合A,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,6.74%,1,2
006127,华宝港股通标普香港上市中国中小盘指数(LOF)C,指数型-股票,09660,地平线机器人-W,广义离岸中国AI,中国离岸AI芯片/自动驾驶,2.11%,1,16
006179,富国品质生活混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,4.48%,1,9
006202,交银核心资产混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,6.95%,1,1
006202,交银核心资产混合A,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,4.10%,1,6
006209,中信保诚新蓝筹混合,混合型-灵活,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,3.33%,1,7
006216,前海开源价值成长混合A,混合型-灵活,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,8.56%,1,4
006217,前海开源价值成长混合C,混合型-灵活,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,8.56%,1,4
006223,交银创新成长混合,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,8.11%,1,1
006223,交银创新成长混合,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,4.03%,1,9
006257,信澳先进智造股票型A,股票型,01347,华虹半导体,广义离岸中国AI,中国离岸半导体制造,6.13%,1,5
006259,汇添富红利增长混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,3.08%,1,3
006260,汇添富红利增长混合C,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,3.08%,1,3
006282,摩根欧洲动力策略股票(QDII)A,QDII-普通股票,ASML,阿斯麦控股公司,狭义海外AI,半导体设备,4.27%,1,1
006299,恒越核心精选混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,7.99%,1,1
006299,恒越核心精选混合A,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,4.40%,1,5
006308,汇添富全球消费混合(QDII)人民币A,QDII-混合偏股,GOOGL,谷歌-A,狭义海外AI,AI云/大模型,5.53%,1,2
006308,汇添富全球消费混合(QDII)人民币A,QDII-混合偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,2.33%,1,11
